Sr.,Particulars,Qty,Rate,Total,Date,Company
43,,,,137500,,Khalid Son's
44,Cover Set 125 Old,700,120,84000,9/30/2013,Khalid Son's
45,Cover Set 125 New,200,125,25000,,Khalid Son's
46,,,,109000,,Khalid Son's
47,Cover Set 125 New,500,125,62500,10/9/2013,Khalid Son's
48,Cover Set 125 Old,700,120,84000,,Khalid Son's
49,,,,146500,,Khalid Son's
50,Cover Set 125 Old,500,120,60000,10/24/2013,Khalid Son's
51,Cover Set 125 Old,600,0,0,10/29/2013,Khalid Son's
52,Cover Set 125 New,400,125,50000,,Khalid Son's
53,,,,50000,,Khalid Son's
54,Cover Set 125 New,600,125,75000,11/2/2013,Khalid Son's
55,Cover Set 125 Old,400,120,48000,,Khalid Son's
56,,,,123000,,Khalid Son's
57,Cover Set 125 New,200,125,25000,11/8/2013,Khalid Son's
58,Cover Set 125 Old,600,120,72000,,Khalid Son's
59,,,,97000,,Khalid Son's
60,Cover Set 125 Old,600,120,72000,11/16/2013,Khalid Son's
61,Cover Set 125 New,200,125,25000,,Khalid Son's
62,,,,97000,,Khalid Son's
63,Cover set Sohrab js,200,120,24000,11/26/2013,Khalid Son's
64,Cover Set 125 New,400,125,50000,,Khalid Son's
65,Cover Set 125 Old,400,120,48000,,Khalid Son's
66,,,,122000,,Khalid Son's
67,Cover Set 125 New,200,125,25000,11/28/2013,Khalid Son's
68,Cover Set 125 Old,200,120,24000,,Khalid Son's
69,Cover set 70 Unique,500,80,40000,,Khalid Son's
70,,,,89000,,Khalid Son's
71,Cover set 70 Gare counter,100,85,8500,11/29/2013,Khalid Son's
72,Upper Cover 125 Old,600,60,36000,12/5/2013,Khalid Son's
73,back Cover 125 old,600,20,12000,,Khalid Son's
74,Upper Cover 125 new,600,65,39000,,Khalid Son's
75,Back Cover 125 New,600,20,12000,,Khalid Son's
76,,,,99000,,Khalid Son's
77,Upper Cover 125 ,145,60,8700,12/17/2013,Khalid Son's
78,Upper Cover 125 replace,555,0,0,,Khalid Son's
79,Cover Set 125 New,300,125,37500,,Khalid Son's
80,,,,46200,,Khalid Son's
81,Cover Set 125 New,500,125,62500,12/28/2013,Khalid Son's
82,Cover Set 125 Old,500,120,60000,,Khalid Son's
83,,,,122500,,Khalid Son's
84,Dial Blank 125,1000,8,8000,1/3/2014,Khalid Son's
85,Upper cover Unique,540,40,21600,1/8/2014,Khalid Son's
86,Back cover 70,540,31,16740,,Khalid Son's
87,Housing 70,540,9,4860,,Khalid Son's
88,Cover Set 125 New,300,125,37500,,Khalid Son's
89,Cover Set 125 Old,300,120,36000,,Khalid Son's
90,back Cover 125 ,300,20,6000,,Khalid Son's
91,,,,122700,,Khalid Son's
92,Cover Set 125 New,350,125,43750,1/22/2014,Khalid Son's
93,Upper Cover 125 Old,650,60,39000,,Khalid Son's
94,back Cover 125 old,650,20,13000,,Khalid Son's
95,,,,95750,,Khalid Son's
96,Cover Set 125 New,700,125,87500,1/25/2014,Khalid Son's
97,Upper Cover 125 Old,400,60,24000,,Khalid Son's
98,back Cover 125 old,400,20,8000,,Khalid Son's
99,,,,119500,,Khalid Son's
100,Cover Set 125 Old,1000,120,120000,2/3/2014,Khalid Son's
101,Cover set sohrab js,200,120,24000,,Khalid Son's
102,,,,144000,,Khalid Son's
103,Cover Set 125 Old,1000,120,120000,2/13/2014,Khalid Son's
104,Cover Set 125 Old,600,120,72000,2/19/2014,Khalid Son's
105,Cover Set 125 New,800,125,100000,,Khalid Son's
106,,,,172000,,Khalid Son's
107,Cover Set 125 New,700,125,87500,2/25/2014,Khalid Son's
108,Cover Set 125 Old,400,120,48000,,Khalid Son's
109,,,,135500,,Khalid Son's
110,Cover Set 125 Old,700,120,84000,3/5/2014,Khalid Son's
111,Cover Set 125 New,400,125,50000,,Khalid Son's
112,,,,134000,,Khalid Son's
113,Cover Set 125 New,250,125,31250,3/12/2014,Khalid Son's
114,Cover Set 125 Old,250,120,30000,,Khalid Son's
115,cover set sohrab js,204,120,24480,,Khalid Son's
116,cover set unique 70,300,85,25500,,Khalid Son's
117,cover set 70 new gare counter,100,85,8500,,Khalid Son's
118,,,,119730,,Khalid Son's
119,Cover Set 125 New,500,120,60000,3/19/2014,Khalid Son's
120,Cover Set 125 Old,400,115,46000,,Khalid Son's
121,,,,106000,,Khalid Son's
122,Cover Set 125 Old,1100,115,126500,3/20/2014,Khalid Son's
123,Cover Set 125 New,300,120,36000,3/22/2014,Khalid Son's
124,Cover Set 125 New,1100,120,132000,3/26/2014,Khalid Son's
125,Cover Set 125 New,500,120,60000,3/28/2014,Khalid Son's
126,Cover Set 125 Old,500,115,57500,,Khalid Son's
127,,,,117500,,Khalid Son's
128,Cover Set 125 New,540,120,64800,4/7/2014,Khalid Son's
129,Cover Set 125 Old,500,115,57500,4/7/2014,Khalid Son's
130,,,,122300,,Khalid Son's
131,Cover set 125 New,600,120,72000,15-4-2014,Khalid Son's
132,Cover Set Unique 70,300,85,25500,15-4-2014,Khalid Son's
133,,,,97500,,Khalid Son's
134,Cover set 125 old,200,115,23000,24-4-2014,Khalid Son's
135,Cover set 125 New,100,120,12000,24-4-2014,Khalid Son's
136,Dial Blank 125,1000,8,8000,24-4-2014,Khalid Son's
137,,,,43000,,Khalid Son's
138,Cover set 125 new model,300,120,36000,28-4-2014,Khalid Son's
139,Cover set 125 old,300,115,34500,28-4-2014,Khalid Son's
140,,,,70500,,Khalid Son's
141,Cover set new model 125,200,120,24000,29-4-2014,Khalid Son's
142,Cover set oldmodel 125,400,115,46000,29-4-2014,Khalid Son's
143,,,,70000,,Khalid Son's
144,Dial Blank 125,1000,8,8000,30-4-2014,Khalid Son's
145,Cover set 125 New,500,120,60000,,Khalid Son's
146,Cover Set 125,100,115,11500,,Khalid Son's
147,,,,79500,,Khalid Son's
149,Cover set 125 new ,500,120,60000,2/5/2014,Khalid Son's
150,Cover set 125 old,100,115,11500,2/5/2014,Khalid Son's
151,,,,71500,,Khalid Son's
152,Cover Set 125 Old,300,115,34500,6/5/2014,Khalid Son's
153,Cover set 125 old,400,115,46000,5/7/2014,Khalid Son's
154,Cover set 125 New,604,120,72480,,Khalid Son's
155,,,,118480,,Khalid Son's
156,Dial Blank 125 30-April,1000,8,8000,8/5/2014,Khalid Son's
157,Dial Blank 125 ,1000,8,8000,,Khalid Son's
158,Cover set 125 old,200,115,23000,,Khalid Son's
159,Cover set 125 New,100,120,12000,,Khalid Son's
160,,,,51000,,Khalid Son's
161,Cover set 125 old,360,115,41400,10/5/2014,Khalid Son's
162,Cover set 125 New,200,120,24000,,Khalid Son's
163,,,,65400,,Khalid Son's
164,Cover set sohrab js,200,120,24000,5/12/2014,Khalid Son's
165,Back Cover 125 ,250,20,5000,,Khalid Son's
166,,,,29000,,Khalid Son's
167,Cover Set 125,200,120,24000,5/14/2014,Khalid Son's
168,Cover Set 125,300,120,36000,5/16/2014,Khalid Son's
169,Cover set 125 old,450,115,51750,20-5-2014,Khalid Son's
170,Cover set 125 ,100,120,12000,,Khalid Son's
171,,,,63750,,Khalid Son's
172,Cover Set 125 Old,300,115,34500,21-5-2014,Khalid Son's
173,Cover set 125 old,300,115,34500,23-05-2014,Khalid Son's
174,Cover set 125 old,250,115,28750,27-05-2014,Khalid Son's
175,Cover set 125 New,600,120,72000,,Khalid Son's
176,,,,100750,,Khalid Son's
177,Cover set 125 old,250,115,28750,26-05-2014,Khalid Son's
178,Cover set 125 New,50,120,6000,,Khalid Son's
179,Dial Blank 125,1000,8,8000,,Khalid Son's
180,,,,42750,,Khalid Son's
181,Dial Blank 125,1000,8,8000,28-05-2014,Khalid Son's
182,Cover set 125 old model,300,115,34500,30-05-2014,Khalid Son's
183,Cover set 125 old model,300,115,34500,31-05-2014,Khalid Son's
184,,,,0,,Khalid Son's
185,cover Set 1. 2 .5 new,300,120,36000,2/6/2014,Khalid Son's
186,Cover Set 125 New,300,120,36000,5/6/2014,Khalid Son's
187,Dial Blank 125,2000,8,16000,6/6/2014,Khalid Son's
188,Cover set 125 old model,300,115,34500,,Khalid Son's
189,,,,50500,,Khalid Son's
190,Cover set 125 old model ,200,115,23000,7—06-2014,Khalid Son's
191,cover Set  New 125,100,120,12000,,Khalid Son's
192,Dial Blank 125,2000,8,16000,,Khalid Son's
193,,,,51000,,Khalid Son's
194,cover Set oldmodel 125,400,115,46000,12/6/2014,Khalid Son's
195,cover Set 70 newmodel 125,600,120,72000,,Khalid Son's
196,Dial Blank 125,2000,8,16000,,Khalid Son's
197,,,,134000,,Khalid Son's
198,cover Set  New model  125,200,120,24000,19-6-2014,Khalid Son's
199,cover Set oldmodel 125 ,900,115,103500,,Khalid Son's
200,,,,127500,,Khalid Son's
201,Dial Blank 125,1400,8,11200,23-6-2014,Khalid Son's
202,cover Set  New 125,100,120,12000,,Khalid Son's
203,Cover set 125 old,200,115,23000,,Khalid Son's
204,,,,46200,,Khalid Son's
205,cover Set  New 125,100,120,12000,25-6-2014,Khalid Son's
206,cover Set old modil 125,200,115,23000,,Khalid Son's
207,,,,35000,,Khalid Son's
208,Dial Blank 125,600,8,4800,1/7/2014,Khalid Son's
209,Cover set 125 new model,250,120,30000,4/7/2014,Khalid Son's
210,cover Set oldmodel 125,250,115,28750,,Khalid Son's
211, Cover set  ravi,100,125,12500,,Khalid Son's
212,,,,71250,,Khalid Son's
213,cover Set oldmodel 125,500,115,57500,10/7/2014,Khalid Son's
214,Cover set 125 new model,60,120,7200,,Khalid Son's
215,cover Set ravi,200,125,25000,,Khalid Son's
216,,,,89700,,Khalid Son's
217,Upper cover unique,200,40,8000,16-7-2014,Khalid Son's
218,Back Cover 70,200,31,6200,,Khalid Son's
219,Housing 70,200,9,1800,,Khalid Son's
220,Cover set new model 125,300,120,36000,,Khalid Son's
221,,,,52000,,Khalid Son's
222,cover Set 125 model old,200,115,23000,17-7-2014,Khalid Son's
223,Cover set 125 New,200,120,24000,,Khalid Son's
224,,,,47000,,Khalid Son's
225,Cover set 125 old model,900,115,103500,21-7-2014,Khalid Son's
226,cover Set  New model  125,100,120,12000,,Khalid Son's
227,,,,115500,,Khalid Son's
228,Cover set 125 new model,600,120,72000,4/8/2014,Khalid Son's
229,cover Set oldmodel 125,500,115,57500,,Khalid Son's
230,,,,129500,,Khalid Son's
231,upper Cover new model 70,1032,40,41280,5/8/2014,Khalid Son's
232,Back Cover 70,1032,31,31992,,Khalid Son's
233,Housing 70,1032,9,9288,,Khalid Son's
234,Cover set new model 125,300,120,36000,,Khalid Son's
235,cover Set oldmodel 125,200,115,23000,,Khalid Son's
236,,,,141560,,Khalid Son's
237,upper Cover new model 70,1000,40,40000,7/8/2014,Khalid Son's
238,Back Cover 70,1000,31,31000,,Khalid Son's
239,Housing 70,1000,9,9000,,Khalid Son's
240,Cover set new model 125,300,120,36000,,Khalid Son's
